date,data_class,data_field_display_name,data_field,county_name,full_fips,unit,uer_id,utility_display_name,value,number_of_accounts,humidity%,temp (°C),speed (m/s),W/m²
2021-07-08,electricity,DER_FW_RNM,ny_der_30,Monroe,36055,MW,9,RG&E,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_RNM,ny_der_48,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,Industrial Consumption (I),9_nat_consumption,Madison,36053,MWh,5,National Grid,6888.44,21,86.89,21.42,1.1,1.96
2021-07-08,electricity,ICAP Capacity Tag (R),1_ny_policy_support,Livingston,36051,MW,5,National Grid,34.94,14541,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_RNM,ny_der_18,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_All,ny_der_19,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_CDG,ny_der_2,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_RNM,ny_der_6,Livingston,36051,MW,5,National Grid,3.1,11,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_CDG,ny_der_20,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_NM/Onsite,ny_der_21,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,Residential Consumption (R),1_nat_consumption,Monroe,36055,MWh,9,RG&E,205077.55,254313,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_NM/Onsite,ny_der_45,Monroe,36055,MW,5,National Grid,0.01,1,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_Other,ny_der_22,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_CDG,ny_der_2,Livingston,36051,MW,5,National Grid,5.04,2,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_CDG,ny_der_8,Livingston,36051,MW,5,National Grid,5.04,2,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_NM/Onsite,ny_der_9,Madison,36053,MW,6,NYSEG,0.49,58,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_RNM,ny_der_12,Livingston,36051,MW,5,National Grid,3.1,11,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_CDG,ny_der_38,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_RNM,ny_der_36,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_All,ny_der_31,Monroe,36055,MW,9,RG&E,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,CCA Opt-Out Eligible Load,10_ny_policy_support,Madison,36053,Therms,5,National Grid,214519.0,11114,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_RC,ny_der_35,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_Other,ny_der_34,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_RC,ny_der_23,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_All,ny_der_43,Monroe,36055,MW,5,National Grid,0.01,1,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_RC,ny_der_17,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,ICAP Capacity Tag (T),6_ny_policy_support,Monroe,36055,MW,5,National Grid,72.68,21508,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_Other,ny_der_34,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_RC,ny_der_35,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_RNM,ny_der_36,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_CDG,ny_der_38,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_Other,ny_der_40,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_RC,ny_der_41,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_RNM,ny_der_42,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_All,ny_der_43,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_CDG,ny_der_14,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_Other,ny_der_16,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_CDG,ny_der_44,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_NM/Onsite,ny_der_15,Madison,36053,MW,5,National Grid,0.05,7,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_All,ny_der_37,Livingston,36051,MW,5,National Grid,0.01,2,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_NM/Onsite,ny_der_39,Livingston,36051,MW,5,National Grid,0.01,2,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_NM/Onsite,ny_der_3,Monroe,36055,MW,5,National Grid,2.8,285,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_NM/Onsite,ny_der_45,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_NM/Onsite,ny_der_3,Madison,36053,MW,5,National Grid,2.82,313,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_Other,ny_der_46,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,Residential Consumption (R),4_nat_consumption,Madison,36053,Therms,5,National Grid,186369.0,12385,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_CDG,ny_der_2,Monroe,36055,MW,5,National Grid,5.0,1,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_CDG,ny_der_8,Monroe,36055,MW,5,National Grid,5.0,1,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_RC,ny_der_47,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,Industrial Consumption (I),9_nat_consumption,Livingston,36051,MWh,5,National Grid,6708.29,34,86.89,21.42,1.1,1.96
2021-07-08,electricity,Residential Consumption (R),1_nat_consumption,Monroe,36055,MWh,5,National Grid,17123.36,19226,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_NM/Onsite,ny_der_15,Madison,36053,MW,6,NYSEG,0.03,5,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_All,ny_der_13,Madison,36053,MW,6,NYSEG,0.03,5,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_All,ny_der_19,Madison,36053,MW,5,National Grid,0.01,3,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_CDG,ny_der_20,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,Industrial Consumption (I),9_nat_consumption,Monroe,36055,MWh,9,RG&E,270127.39,8240,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_All,ny_der_19,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_RNM,ny_der_18,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_RC,ny_der_17,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_Other,ny_der_16,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_CDG,ny_der_14,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_RC,ny_der_11,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_Other,ny_der_10,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_RC,ny_der_5,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_Other,ny_der_4,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,Non-Residential Consumption (C+I),2_nat_consumption,Monroe,36055,MWh,9,RG&E,285152.78,29792,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_Other,ny_der_28,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_RNM,ny_der_30,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_All,ny_der_31,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_CDG,ny_der_32,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_NM/Onsite,ny_der_33,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_Other,ny_der_34,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_RC,ny_der_35,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,CCA Opt-Out Eligible Load,14_ny_policy_support,Monroe,36055,MW,5,National Grid,16502.61,17810,86.89,21.42,1.1,1.96
2021-07-08,electricity,ICAP Capacity Tag (C+I),13_ny_policy_support,Livingston,36051,MW,5,National Grid,26.86,2150,86.89,21.42,1.1,1.96
2021-07-08,electricity,Total Consumption (T),3_nat_consumption,Livingston,36051,MWh,5,National Grid,29140.67,16691,86.89,21.42,1.1,1.96
2021-07-08,electricity,Industrial Consumption (I),9_nat_consumption,Monroe,36055,MWh,5,National Grid,3273.12,28,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_NM/Onsite,ny_der_21,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_NM/Onsite,ny_der_33,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_Other,ny_der_22,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_RNM,ny_der_24,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_CDG,ny_der_8,Monroe,36055,MW,9,RG&E,33.73,12,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_CDG,ny_der_2,Monroe,36055,MW,9,RG&E,33.73,12,86.89,21.42,1.1,1.96
2021-07-08,electricity,ICAP Capacity Tag (I),12_ny_policy_support,Monroe,36055,MW,5,National Grid,5.35,28,86.89,21.42,1.1,1.96
2021-07-08,electricity,ICAP Capacity Tag (T),6_ny_policy_support,Madison,36053,MW,5,National Grid,80.91,24343,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_RNM,ny_der_24,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_All,ny_der_25,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,ICAP Capacity Tag (C+I),13_ny_policy_support,Madison,36053,MW,5,National Grid,29.89,2731,86.89,21.42,1.1,1.96
2021-07-08,electricity,Residential Consumption (R),1_nat_consumption,Livingston,36051,MWh,9,RG&E,3691.07,5017,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,CCA Opt-Out Eligible Load,10_ny_policy_support,Livingston,36051,Therms,4,National Fuel Gas NY,16685.66,831,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_CDG,ny_der_26,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_NM/Onsite,ny_der_27,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_NM/Onsite,ny_der_33,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_CDG,ny_der_32,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_All,ny_der_31,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_RNM,ny_der_30,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_RC,ny_der_29,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_Other,ny_der_40,Monroe,36055,MW,9,RG&E,0.01,1,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_Other,ny_der_28,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_NM/Onsite,ny_der_27,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_CDG,ny_der_26,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,Commercial Consumption (C),10_nat_consumption,Madison,36053,Therms,5,National Grid,260223.0,1058,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,Non-Residential Consumption (C+I),5_nat_consumption,Madison,36053,Therms,5,National Grid,260343.0,1064,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_All,ny_der_25,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_RC,ny_der_23,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,Industrial Consumption (I),11_nat_consumption,Livingston,36051,Therms,4,National Fuel Gas NY,2487.8,3,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,Total Consumption (T),6_nat_consumption,Livingston,36051,Therms,6,NYSEG,172331.3,4333,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_CDG,ny_der_32,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,Total Consumption (T),6_nat_consumption,Madison,36053,Therms,6,NYSEG,22701.2,602,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_RNM,ny_der_42,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_RC,ny_der_41,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_Other,ny_der_40,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_CDG,ny_der_38,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_RC,ny_der_23,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_Other,ny_der_4,Monroe,36055,MW,9,RG&E,0.54,3,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_All,ny_der_25,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,Commercial Consumption (C),10_nat_consumption,Livingston,36051,Therms,4,National Fuel Gas NY,5629.1,82,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_CDG,ny_der_26,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_CDG,ny_der_44,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_NM/Onsite,ny_der_27,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_RC,ny_der_35,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,Total Consumption (T),6_nat_consumption,Monroe,36055,Therms,4,National Fuel Gas NY,21396.56,1201,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_Other,ny_der_34,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_NM/Onsite,ny_der_33,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_CDG,ny_der_32,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_All,ny_der_31,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_RNM,ny_der_30,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_RC,ny_der_29,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_Other,ny_der_28,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_NM/Onsite,ny_der_27,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_RNM,ny_der_36,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_Other,ny_der_46,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_RC,ny_der_47,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_Other,ny_der_22,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_All,ny_der_7,Monroe,36055,MW,9,RG&E,64.95,1292,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_All,ny_der_43,Monroe,36055,MW,9,RG&E,0.53,2,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,Commercial Consumption (C),10_nat_consumption,Livingston,36051,Therms,6,NYSEG,103654.5,457,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_Other,ny_der_46,Monroe,36055,MW,9,RG&E,0.53,2,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,Residential Consumption (R),4_nat_consumption,Livingston,36051,Therms,4,National Fuel Gas NY,24802.56,916,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_All,ny_der_1,Monroe,36055,MW,9,RG&E,65.82,1314,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_NM/Onsite,ny_der_9,Monroe,36055,MW,5,National Grid,2.52,280,86.89,21.42,1.1,1.96
2021-07-08,electricity,ICAP Capacity Tag (T),6_ny_policy_support,Livingston,36051,MW,5,National Grid,61.8,16691,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,Industrial Consumption (I),11_nat_consumption,Livingston,36051,Therms,6,NYSEG,5135.2,4,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_Other,ny_der_4,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_RC,ny_der_5,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_Other,ny_der_10,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_RC,ny_der_11,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_CDG,ny_der_14,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_Other,ny_der_16,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,Non-Residential Consumption (C+I),5_nat_consumption,Livingston,36051,Therms,6,NYSEG,108789.7,461,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_NM/Onsite,ny_der_15,Monroe,36055,MW,5,National Grid,0.27,3,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_All,ny_der_13,Monroe,36055,MW,5,National Grid,0.27,3,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_RC,ny_der_17,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,ICAP Capacity Tag (R),1_ny_policy_support,Madison,36053,MW,5,National Grid,51.02,21612,86.89,21.42,1.1,1.96
2021-07-08,electricity,ICAP Capacity Tag (R),1_ny_policy_support,Monroe,36055,MW,5,National Grid,49.91,19226,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_RNM,ny_der_48,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_CDG,ny_der_20,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_CDG,ny_der_26,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_All,ny_der_25,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_RNM,ny_der_24,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_RC,ny_der_23,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_RNM,ny_der_24,Madison,36053,MW,5,National Grid,0.0,1,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_NM/Onsite,ny_der_9,Madison,36053,MW,5,National Grid,2.74,302,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_RNM,ny_der_48,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_Other,ny_der_10,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_RC,ny_der_5,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_NM/Onsite,ny_der_21,Madison,36053,MW,5,National Grid,0.01,2,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_Other,ny_der_4,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,CCA Opt-Out Eligible Load,14_ny_policy_support,Madison,36053,MW,5,National Grid,18631.12,19219,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_RC,ny_der_47,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_Other,ny_der_46,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_NM/Onsite,ny_der_45,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_CDG,ny_der_44,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_OTHER_All,ny_der_43,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_RNM,ny_der_42,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_RC,ny_der_41,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_RNM,ny_der_6,Monroe,36055,MW,5,National Grid,0.61,5,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_Other,ny_der_40,Livingston,36051,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_RNM,ny_der_12,Monroe,36055,MW,5,National Grid,0.61,5,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_NM/Onsite,ny_der_9,Livingston,36051,MW,5,National Grid,1.77,207,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_NM/Onsite,ny_der_27,Madison,36053,MW,6,NYSEG,0.06,1,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_All,ny_der_25,Madison,36053,MW,6,NYSEG,0.06,1,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FC_All,ny_der_31,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_All,ny_der_37,Monroe,36055,MW,5,National Grid,0.01,1,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_All,ny_der_13,Monroe,36055,MW,9,RG&E,0.06,8,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_ESS_NM/Onsite,ny_der_39,Monroe,36055,MW,5,National Grid,0.01,1,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_NM/Onsite,ny_der_15,Monroe,36055,MW,9,RG&E,0.06,8,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_TOTALS_NM/Onsite,ny_der_3,Livingston,36051,MW,5,National Grid,1.83,217,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_Other,ny_der_10,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,natural_gas,CCA Opt-Out Eligible Load,10_ny_policy_support,Monroe,36055,Therms,4,National Fuel Gas NY,19991.36,1191,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_WIND_All,ny_der_13,Madison,36053,MW,5,National Grid,0.06,9,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_RC,ny_der_11,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_PV_RNM,ny_der_12,Livingston,36051,MW,6,NYSEG,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_Other,ny_der_22,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_Other,ny_der_28,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_HYDRO_NM/Onsite,ny_der_21,Monroe,36055,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
2021-07-08,electricity,DER_FW_RC,ny_der_29,Madison,36053,MW,5,National Grid,0.0,0,86.89,21.42,1.1,1.96
